,,-0.05,-0.1,-0.2,-0.3,-0.4,-0.5,-0.6,-0.7,-0.8,-0.9,-1
1a,15.74,0,0,0.02,,,,,,,,
1b,15.32,0.01,0.01,0.02,0.01,0.04,,,,,,
1c,14.86,0.01,0.01,0.02,0.01,0,,,,,,
2,9.48,0.1,0.08,0.09,0.09,0.08,0.08,0.09,0.09,,,
3,7.49,0.29,0.22,0.21,0.18,0.27,0.24,0.15,0.15,,,
4,5.51,0.36,0.37,0.34,0.39,0.35,0.38,0.31,0.29,,,
4b,0.81,0.14,0.1,0.09,0.05,,,,,,,
5a,0.41,0.07,0.07,0.08,,,,,,,,
5b,0,0.06,0.08,0.08,,,,,,,,
5c,-0.74,0.08,0.08,0.06,,,,,,,,
5d,-1.14,0.06,0.05,0.02,,,,,,,,
