,,-0.05,-0.1,-0.2,-0.3,-0.4,-0.5,-0.6,-0.7,-0.8,-0.9,-1
1a,15.01,-0.01,0.02,0.01,,,,,,,,
1b,14.77,-0.01,0.01,-0.02,-0.03,,,,,,,
1c,14.53,0.02,0.05,0.03,0.04,0.02,,,,,,
2,8.56,0.08,0.12,0.13,0.11,0.15,0.15,0.12,0.08,,,
3,6.56,0.18,0.25,0.27,0.28,0.3,0.29,0.26,0.21,,,
4,4.56,0.35,0.39,0.41,0.35,0.38,0.33,0.23,,,,
4b,1.4,0.17,0.17,0.13,0.14,,,,,,,
5a,0.7,0.11,0.13,0.11,0.09,,,,,,,
5b,0,0.13,0.13,0.08,,,,,,,,
5c,-0.7,0.12,0.08,0.08,,,,,,,,
5d,-1.4,0.05,0.08,0.05,,,,,,,,
