,,-0.05,-0.1,-0.2,-0.3,-0.4,-0.5,-0.6,-0.7,-0.8,-0.9,-1
1a,16.08,0.05,0.06,0.05,,,,,,,,
1b,15.69,0.07,0.12,0.1,0.05,,,,,,,
1c,15.29,0.08,0.07,0.06,0.05,0.03,,,,,,
2,9.42,0.17,0.14,0.1,0.11,0.13,0.1,0.09,0.09,,,
3,7.43,0.29,0.32,0.27,0.22,0.26,0.22,0.19,0.22,,,
4,5.41,0.41,0.42,0.37,0.35,0.41,0.37,0.32,0.3,,,
4b,1.39,0.17,0.16,0.15,0.17,,,,,,,
5a,0.7,0.17,0.16,0.13,0.07,,,,,,,
5b,0,0.11,0.1,0.09,,,,,,,,
5c,-0.69,0.12,0.11,,,,,,,,,
5d,-2.08,0.07,0.07,,,,,,,,,
