Monday afternoon,nan,nan,-0.41500000000000004,-0.49,-0.4775,-0.4775,-0.215,-0.19,nan
Monday morning,nan,nan,-0.43999999999999995,-0.4775,-0.49,-0.49,nan,nan,nan
Tuesday afternoon,-0.2425,-0.2675,-0.44249999999999995,-0.4925,-0.505,-0.505,nan,nan,nan,nan,nan
Tuesday morning,-0.25875000000000004,-0.28375,-0.4025,-0.54625,-0.55875,-0.55875,nan,nan,nan,nan,nan
Wednesday afternoon,nan,nan,-0.52,-0.6399999999999999,-0.6199999999999999,-0.6199999999999999,-0.43,-0.36999999999999994,-0.22999999999999993,-0.22999999999999993,-0.22999999999999993
Wednesday morning,-0.445,-0.445,-0.645,-0.545,-0.4366666666666667,-0.4366666666666667,nan,nan,nan,nan,nan
